    15.00  23.03   5.58 225.17   4.05  26.57   0.00   295   536  -0.19
    45.00  23.00   4.71 121.96   4.03  26.42   0.00   148   536  -0.21
    75.00  23.00   5.91 389.44   4.01  26.32   0.00   536   536  -0.27
   105.00  23.00   6.81 260.00   4.00  26.27   0.00   260   536  -0.42
   135.00  23.00   7.33 260.00   4.00  26.28   0.00   260   536  -0.63
   165.00  23.00   7.14 260.00   4.00  26.28   0.00   260   536  -0.85
   195.00  23.02   5.38 260.00   4.01  26.30   0.00   260   535  -0.01
   225.00  23.47   4.89  33.54   4.04  26.53   0.00    36   535  -0.15
   255.00  24.16   4.41  36.00   4.09  26.85   0.00    36   535  -0.27
   285.00  24.77   5.39  31.13   4.12  27.03   0.00    41   535  -0.38
   315.00  23.74   7.08  53.81   4.11  26.99   0.00    73   535  -0.49
    15.00  23.03   5.58 195.98   4.05  26.58   0.00   250   535  -0.54
    45.00  23.00   4.71 122.53   4.03  26.47   0.00   250   535  -0.56
    75.00  23.00   5.91 250.00   4.03  26.47   0.00   250   535  -0.62
   105.00  23.00   6.81 250.00   4.03  26.47   0.00   250   535  -0.77
   135.00  23.00   7.33 250.00   4.03  26.48   0.00   250   535  -0.98
   165.00  23.00   7.14 250.00   4.03  26.48   0.00   250   534  -0.20
   195.00  23.01   5.38 236.00   4.04  26.53   0.00   236   534  -0.36
   225.00  23.46   4.88  33.46   4.09  26.81   0.00    36   534  -0.50
   255.00  24.16   4.41  36.00   4.14  27.14   0.00    36   534  -0.62
   285.00  24.77   5.39  31.12   4.17  27.35   0.00    41   534  -0.74
   315.00  23.74   7.08  53.79   4.16  27.30   0.00    73   534  -0.85
    15.00  23.03   5.58 145.03   4.10  26.93   0.00   173   534  -0.90
    45.00  23.00   4.71 107.27   4.09  26.83   0.00   173   534  -0.91
    75.00  23.00   5.91 192.29   4.08  26.80   0.00   236   534  -0.98
   105.00  23.00   6.81 236.00   4.08  26.83   0.00   236   533  -0.12
   135.00  23.00   7.33 154.00   4.09  26.98   0.00   161   533  -0.34
   165.00  23.00   7.14 161.00   4.09  26.98   0.00   161   533  -0.55
