28.00	10065.00	297.74	91.49	 0.10	172.49	407.67	95831.91
29.00	10095.00	298.30	88.09	 0.70	174.31	410.41	95881.18
29.00	10125.00	297.45	90.43	 0.71	181.32	405.07	95902.17
29.00	10155.00	297.63	88.92	 0.63	194.44	403.74	95854.53
29.00	10185.00	297.34	92.93	 0.32	158.97	409.07	95910.25
29.00	10215.00	297.26	91.07	 1.02	165.96	403.39	95946.59
29.00	10245.00	297.03	93.48	 0.68	128.41	410.18	95799.61
29.00	10275.00	296.40	90.60	 1.69	145.68	399.99	95982.13
29.00	10305.00	296.12	89.57	 1.67	165.52	397.26	95993.43
29.00	10335.00	297.16	82.83	 1.54	219.63	391.76	95916.71
29.00	10365.00	297.90	86.68	 0.82	212.83	401.81	95865.83
29.00	10395.00	297.80	88.44	 0.45	187.05	403.39	95766.50
29.00	10425.00	297.73	90.92	 0.49	165.84	407.48	95697.86
30.00	10455.00	297.68	89.27	 0.83	178.56	405.60	95779.42
30.00	10485.00	297.92	86.39	 0.73	180.85	405.48	95757.62
30.00	10515.00	297.15	91.99	 0.21	166.73	404.45	95820.61
30.00	10545.00	296.97	93.33	 0.65	158.13	406.85	95815.76
30.00	10575.00	296.83	91.73	 1.25	156.07	401.57	95921.56
30.00	10605.00	296.47	93.17	 1.28	134.75	404.69	95970.82
30.00	10635.00	295.84	93.43	 1.49	124.02	401.07	95986.97
30.00	10665.00	295.96	92.77	 1.52	144.17	402.55	95997.47
30.00	10695.00	297.04	86.93	 1.34	204.85	396.77	95957.90
30.00	10725.00	297.44	91.35	 0.78	183.26	403.45	95923.17
30.00	10755.00	297.62	92.76	 0.12	160.43	407.27	95788.31
30.00	10785.00	297.49	92.14	 0.66	157.62	408.73	95754.39
31.00	10815.00	297.52	91.28	 0.78	163.41	407.38	95823.03
31.00	10845.00	297.65	89.35	 0.77	177.50	405.97	95738.23
31.00	10875.00	297.44	91.24	 0.49	179.02	405.97	95873.91
31.00	10905.00	297.58	91.84	 0.38	182.63	406.25	95845.64
31.00	10935.00	297.56	91.52	 0.46	161.51	404.98	95835.95
31.00	10965.00	297.05	90.29	 1.29	156.35	399.75	95975.67
31.00	10995.00	296.84	87.02	 1.40	172.82	396.34	95977.28
31.00	11025.00	297.37	83.38	 1.63	209.85	394.54	95946.59
31.00	11055.00	298.41	77.36	 1.27	256.12	390.27	95922.36
31.00	11085.00	298.08	83.00	 1.05	225.32	393.33	95961.94
31.00	11115.00	298.26	87.25	 0.26	189.84	404.60	95793.15
31.00	11145.00	297.95	89.86	 0.64	178.01	405.33	95878.75
32.00	11175.00	297.97	88.90	 1.08	178.84	405.93	95915.10
32.00	11205.00	298.44	87.00	 0.76	202.52	406.01	95974.86
32.00	11235.00	297.97	92.69	 0.56	168.11	412.13	95958.71
32.00	11265.00	298.38	90.93	 0.44	181.26	410.62	95932.86
32.00	11295.00	298.19	92.43	 0.31	157.82	411.71	95802.03
32.00	11325.00	297.39	92.13	 1.03	146.68	407.68	95961.13
32.00	11355.00	297.05	92.56	 0.95	141.84	405.16	95934.48
