210	37.1	113	929	-204
211	35.8	109.5	1216	-173
212	35.8	109.5	1216	-189
213	35.8	109.5	1216	-141
214	35.8	109.5	1216	-175
215	35.8	109.5	1216	-168
216	35.8	109.5	1159	-160
217	35.8	109.5	1159	-207
218	35.8	109.5	1159	-192
219	35.267	108.633	1249	-170
220	38.383	107.500	1319	-133
221	38.383	107.500	1316	-165
222	38.383	107.500	1318	-162
223	38.383	107.500	1317	-164
224	38.383	107.500	1316	-182
225	38.383	107.500	1316	-185
226	38.383	107.500	1316	-167
227	38.383	107.500	1316	-159
228	38.383	107.500	1316	-116
229	38.383	107.500	1316	-161
230	36.000	110.133	888	-136
231	36.000	110.133	888	-137
232	36.000	105.049	1697	-173
233	40.750	108.667	1022	-140
234	40.750	108.667	1022	-114
235	34.167	109.317	518	-186
236	36.050	103.783	1598	-130
237	36.050	103.783	1598	-195
238	35.817	109.500	1216	-157
239	43.950	116.050	983	-205
240	35.667	106.600	1622	-178
241	36.600	109.050	1340	-142
242	36.600	109.050	1342	-115
243	36.600	109.050	1343	-167
244	36.600	109.050	1341	-145
245	36.600	109.050	1340	-154
246	36.600	109.050	1340	-146
247	36.600	109.050	1340	-156
248	36.600	109.050	1340	-152
249	36.600	109.050	1340	-117
250	37.767	107.683	1324	-160
251	35.400	109.100	1240	-136
252	38.450	106.270	1110	-158
253	46.900	-120.4	502	-9999
254	46.900	-120.4	502	-191
255	46.900	-120.4	502	-9999
256	46.900	-120.4	502	-211
257	46.900	-120.4	502	-207
258	42.754	10.923	11	-157
259	67.379	26.851	178	-9999
260	67.379	26.851	178	-9999
261	67.379	26.851	178	-9999
262	50.119	6.879	436	-169
263	50.119	6.879	436	-9999
264	68.669	21.516	428	-9999
265	68.669	21.516	428	-207
266	69.004	20.898	496	-9999
267	61.849	24.279	149	-189
268	61.849	24.279	149	-9999
269	61.849	24.279	149	-9999
270	43.833	10.314	18	-174
271	43.833	10.314	18	-174
272	43.833	10.314	18	-181
273	42.613	11.769	466	-153
274	42.613	11.769	466	-161
275	40.933	15.603	674	-149
276	67.172	26.860	300	-167
277	67.172	26.860	300	-9999
278	68.849	21.181	463	-9999
279	68.849	21.181	463	-9999
280	68.849	21.181	463	-9999
281	61.060	25.099	151	-160
282	61.060	25.099	151	-9999
283	61.194	25.141	156	-9999
284	61.194	25.141	156	-231
285	61.194	25.141	156	-198
286	67.356	27.168	293	-185
287	67.356	27.168	293	-235
288	67.356	27.168	293	-190
289	51.08	10.45	440	-9999
290	51.08	10.45	440	-9999
291	51.08	10.45	440	-9999
292	51.08	10.45	440	-9999
293	51.08	10.45	440	-9999
294	51.08	10.45	440	-9999
295	51.08	10.45	440	-9999
296	51.08	10.45	440	-9999
297	51.08	10.45	440	-9999
298	51.08	10.45	440	-9999
299	51.08	10.45	440	-9999
300	49.33	12.46	505	-169
301	49.33	12.46	505	-159
302	49.33	12.46	505	-181
303	49.33	12.46	505	-183
304	49.33	12.46	505	-175
305	49.33	12.46	505	-169
306	49.33	12.46	505	-187
307	49.33	12.46	505	-176
308	49.33	12.46	505	-192
309	49.33	12.46	505	-190
310	41.66	-70.7	0	-161
311	41.66	-70.7	0	-161
312	41.66	-70.7	0	-192
313	41.66	-70.7	0	-160
314	41.66	-70.7	0	-166
315	40.0	-105.0	1650.0	-273
316	40.0	-105.0	1650.0	-238
317	40.0	-105.0	1650.0	-253
318	43.96	-101.9	738	-244
319	43.96	-101.9	738	-238
320	43.96	-101.9	738	-261
321	43.96	-101.9	738	-196
322	43.96	-101.9	738	-213
323	43.96	-101.9	738	-219
324	43.96	-101.9	738	-233
325	38.90	-99.30	620	-211
326	38.90	-99.30	620	-213
327	38.90	-99.30	620	-212
328	38.90	-99.30	620	-196
329	46.50	-100.90	563	-251
330	46.50	-100.90	563	-222
331	46.50	-100.90	563	-239
332	46.50	100.90	563	-220
333	46.50	100.90	563	-216
334	46.50	100.90	563	-228
335	39.09	-96.58	418	-234
336	39.09	-96.58	418	-220
337	39.09	-96.58	418	-205
338	39.09	-96.58	418	-196
339	39.09	-96.58	418	-197
340	40.8	-104.8	1600	-214
341	40.8	-104.8	1600	-210
342	40.8	-104.8	1600	-189
343	34.35	-106.88	1600	-187
344	34.35	-106.88	1600	-167
345	34.35	-106.88	1600	-136
346	34.35	-106.88	1600	-190
347	47.15	-99.30	614	-275
348	47.15	-99.30	614	-247
349	47.15	-99.30	614	-231
350	47.15	-99.30	614	-232
351	47.15	-99.30	614	-225
352	47.15	-99.30	614	-223
353	47	-116	862	-227
354	46.7	-117	787	-187
355	46.7	-117	787	-203
